date,BTC,ETH,XRP,USDT,BCH,BSV,LTC,EOS,BNB,XTZ,LINK,XLM,XMR,ADA,HT,TRX,USDC,DASH,CRO,ETC,NEO,MIOTA,XEM,ZEC,INO,MKR,ONT,PAX,DOGE,BAT,VET,BTG,TUSD,LSK,DCR,QTUM,INB,THR,ZB,ZRX,CNX,KCS,REP,WAVES,BCD,PZM,XIN,RVN,SNX,OMG,MCO,NANO,ENJ,THETA,CENNZ,BTM,HOT,ABBC,DGB,KMD,SEELE,MOF,KBC,ICX,KNC,MONA,STEEM,DX,XET,NEXO,SC,DGD,SNT,ZEN,BTS,HC,BCN,NRG,XVG,IOST,ZIL,BCZERO,REN,GNT,BNK,EURS,ARDR,AE,XZC,ELF,QNT,GXC,MANA,PLC,NPXS,ECOREAL,STRAT,MAID,RLC,CRPT,RCN,ETN,DGTX,ELA,DTR,TOMO,SAI,ADK,CSC,LA,ETP,ENG,CCC,EKT,ICON,WICC,LRC,TRUE,AION,QBIT,ARK,RDD,BZ,DRG,DCN,TNT,DIVI,VEST,BRD,ILC,FUN,NAS,VERI,IGNIS,WAN,NULS,BNT,LOKI,PPT,IOTX,YOU,EDC,XMX,R,FTM,WINK
18/07/2019,10666.48,226.57,0.323176,1.01,315.09,135.45,101.09,4.12,28.92,0.975413,2.68,0.088882,84.12,0.058772,4.09,0.025805,1,111.39,0.061501,6.05,13.08,0.306741,0.069861,79.38,2.03,560.11,0.950446,1,0.003121,0.233079,0.00573,27.07,1,1.3,29.2,3.09,0.297853,1671.33,0.343433,0.238349,0.324423,1.38,12.35,1.5,0.824661,0.221861,203.6,0.0431,0.26364,1.53,4.76,1.11,0.08948,0.119499,0.024985,0.116489,0.001273,0.186091,0.011908,1.26,0.019853,0.039722,0.036541,0.2845,0.177889,1.91,0.245702,0.000274,1.51,0.09909,0.00298,17.19,0.020228,6.14,0.045063,2.99,0.000741,5.92,0.00611,0.007377,0.011009,0.018321,0.072292,0.062125,0.002123,1.12,0.063907,0.310119,9.52,0.123833,9.6,1.54,0.043543,36.91,0.000615,0.202502,0.562599,0.160936,0.273752,0.399075,0.017534,0.005634,0.034714,2.83,0.013073,0.52191,1,2.11,0.00058,0.109279,1.42,0.457335,0.019755,0.120721,0.01715,0.168878,0.03925,0.417093,0.085868,49.67,0.313424,0.001491,0.151477,0.098183,0.000041,0.0417,0.00338,0.010524,0.294743,0.050933,0.003285,0.893956,14.13,0.041605,0.249601,0.585616,0.505159,0.18435,0.658662,0.007555,0.020736,0.003864,0.003663,0.095789,0.021194,0.000107
19/07/2019,10530.73,221.33,0.320605,1,308.03,145.95,98.4,4.05,29.08,0.982152,2.61,0.093768,82.3,0.059787,4.19,0.028046,0.999852,112.75,0.056112,5.87,13.01,0.304243,0.067197,75.72,2.18,554.7,0.943033,1,0.003059,0.246425,0.005824,25.63,1,1.32,28.86,3.17,0.287175,1670.25,0.345349,0.235591,0.307663,1.41,12.55,1.46,0.893855,0.219855,206.46,0.043892,0.255868,1.54,4.61,1.1,0.089176,0.122032,0.027201,0.122371,0.001309,0.177525,0.011898,1.24,0.019393,0.035803,0.035311,0.27754,0.184859,1.87,0.248457,0.000273,1.46,0.099995,0.002917,19.08,0.020436,6.07,0.044978,2.92,0.000751,5.77,0.006,0.007369,0.011164,0.017925,0.082395,0.06316,0.00202,1.11,0.066174,0.305059,9.58,0.127353,8.84,1.54,0.048259,38.15,0.000601,0.20459,0.573041,0.157771,0.274823,0.384363,0.018185,0.005549,0.033758,2.8,0.012896,0.541135,1,1.8,0.000599,0.093246,1.28,0.45926,0.019655,0.120404,0.017079,0.173375,0.038743,0.407396,0.085674,48.57,0.31618,0.001473,0.154248,0.078918,0.000041,0.042076,0.003262,0.0103,0.278271,0.049215,0.003264,0.88748,15.71,0.042658,0.24799,0.581837,0.494939,0.181897,0.752768,0.007476,0.020145,0.003659,0.003158,0.095386,0.021169,0.000107
20/07/2019,10767.14,229.12,0.333209,1.01,324.2,172.86,100.61,4.32,30.87,1.04,2.64,0.095111,85.32,0.062958,4.35,0.029157,1,117.32,0.05603,6.18,13.44,0.320471,0.069695,78.15,2.25,570.92,1.03,1,0.003118,0.254637,0.0061,27.41,1,1.5,29.77,3.29,0.28678,1710.56,0.355076,0.247635,0.319733,1.45,12.95,1.5,0.877106,0.228071,218.07,0.048724,0.253383,1.72,4.73,1.19,0.090595,0.124644,0.02548,0.129418,0.001309,0.181041,0.012341,1.22,0.019484,0.039802,0.03628,0.319986,0.190911,1.91,0.25054,0.000276,1.52,0.09913,0.003026,19.24,0.021161,6.26,0.047151,3.21,0.000751,5.56,0.00617,0.00891,0.011657,0.018409,0.097637,0.06644,0.002245,1.13,0.067716,0.319599,9.87,0.134383,8.63,1.64,0.047473,37.99,0.000633,0.2055,0.592447,0.162165,0.283136,0.41642,0.018588,0.005505,0.034622,2.94,0.013703,0.567446,0.986406,2.02,0.00054,0.11196,1.25,0.471354,0.019014,0.129268,0.017079,0.180011,0.042236,0.431983,0.092051,50.25,0.327463,0.001598,0.152489,0.094613,0.000042,0.043588,0.003211,0.010266,0.282217,0.052185,0.003443,0.950295,16.97,0.042772,0.265332,0.600716,0.510816,0.200914,0.73257,0.007639,0.02089,0.003844,0.003506,0.097339,0.02137,0.000107
21/07/2019,10599.11,225.63,0.331309,1,320.86,176.7,99.63,4.33,30.52,1.08,2.55,0.091202,83.96,0.061203,4.46,0.029159,1,119.04,0.054599,6.26,13,0.316171,0.067543,75.44,2.22,572.49,1.03,1,0.003076,0.2489,0.006083,26.22,1,1.47,29.67,3.24,0.284836,1684.68,0.351756,0.243992,0.307285,1.42,12.72,1.46,0.831248,0.220103,218.32,0.050728,0.256345,1.72,4.64,1.25,0.088189,0.120849,0.028394,0.124762,0.001302,0.180141,0.011905,1.2,0.01942,0.038115,0.036593,0.320278,0.191359,1.9,0.247064,0.000271,1.5,0.094147,0.002941,19.28,0.020937,6.34,0.045718,3.27,0.000733,5.51,0.006107,0.00919,0.011335,0.01781,0.095629,0.067528,0.002118,1.12,0.065876,0.309547,9.56,0.131577,9.04,1.6,0.046363,37.49,0.000618,0.204118,0.570457,0.160262,0.277087,0.410297,0.018299,0.005295,0.035418,2.88,0.013447,0.568474,1,1.82,0.00055,0.13106,1.21,0.457407,0.018147,0.12547,0.017079,0.174962,0.039434,0.409721,0.090068,49.57,0.320721,0.001481,0.150172,0.095391,0.000042,0.046084,0.003163,0.010059,0.277541,0.051239,0.003379,0.945841,16.69,0.044264,0.260007,0.593397,0.502643,0.245399,0.722067,0.007405,0.020504,0.003772,0.003706,0.09703,0.020749,0.000107
22/07/2019,10343.11,217.56,0.322106,1,310.59,168.38,95.42,4.13,30.63,1.12,2.43,0.088876,83.18,0.059466,4.81,0.026619,1,114.72,0.065191,6.36,12.08,0.300997,0.067447,73.07,2.15,554.86,0.99384,1,0.002997,0.245638,0.006217,25.74,1,1.51,28.85,3.05,0.280306,1652.6,0.35982,0.235913,0.300853,1.4,12.14,1.43,0.826227,0.201164,209.84,0.052028,0.234605,1.65,4.54,1.2,0.090373,0.125935,0.023945,0.11917,0.001233,0.175493,0.011307,1.18,0.018714,0.038287,0.035554,0.297241,0.186656,1.99,0.256641,0.000279,1.45,0.09428,0.002912,18.88,0.021437,6.33,0.045258,2.98,0.000725,5.17,0.005973,0.008771,0.011184,0.017749,0.119887,0.065481,0.002148,1.11,0.07768,0.306932,9.62,0.13723,9.3,1.51,0.045502,37.06,0.000655,0.206756,0.583097,0.155755,0.274902,0.394125,0.018627,0.005191,0.03393,2.76,0.01351,0.559083,0.99822,1.72,0.000521,0.097248,1.14,0.454199,0.018678,0.122842,0.017079,0.167575,0.039849,0.39794,0.088757,47.69,0.325582,0.001447,0.153456,0.087354,0.00004,0.047958,0.003231,0.010445,0.277751,0.050304,0.003279,0.930026,16.16,0.051693,0.256622,0.59218,0.484806,0.215347,0.689343,0.006961,0.020271,0.003689,0.003543,0.094039,0.021797,0.000207
23/07/2019,9900.77,212.73,0.309926,0.997631,298.58,169.92,90.62,4.16,29.59,1.07,2.37,0.084468,80.86,0.055812,4.69,0.024362,1,109.65,0.070734,6.04,11.27,0.293838,0.064026,70.79,2.07,566.3,0.9454,0.99927,0.00288,0.231356,0.00584,22.22,1,1.64,28,2.86,0.282559,1579.09,0.343605,0.22402,0.294011,1.35,11.83,1.37,0.8006,0.198696,201.32,0.04509,0.226709,1.56,4.32,1.16,0.086049,0.118791,0.026704,0.111436,0.001212,0.159243,0.01085,1.2,0.019803,0.034817,0.032038,0.286077,0.180837,2.11,0.242757,0.00027,1.4,0.102672,0.002772,18.09,0.020648,6.25,0.043115,2.85,0.000686,4.7,0.00571,0.008265,0.010439,0.016783,0.123867,0.061422,0.001974,1.11,0.069502,0.291973,9.26,0.12752,8.81,1.43,0.041305,36.24,0.000593,0.206989,0.566229,0.148233,0.260891,0.377723,0.017516,0.004857,0.033088,2.68,0.012939,0.518408,0.994595,1.56,0.000445,0.090538,1.05,0.456252,0.016503,0.119235,0.017079,0.162662,0.038009,0.377511,0.089544,46.63,0.364116,0.001323,0.15457,0.087076,0.000039,0.043095,0.003268,0.009542,0.259502,0.047648,0.00299,0.89064,16.75,0.047202,0.25553,0.553641,0.476117,0.203793,0.652977,0.006426,0.020546,0.003759,0.003398,0.090341,0.020327,0.000396
24/07/2019,9811.93,217.05,0.315947,1,302.85,168.15,94.31,4.6,29.16,1.01,2.41,0.086002,80.49,0.059046,4.6,0.023926,1,110.03,0.062407,6.12,11.81,0.311277,0.066498,71.08,2.07,584.99,1.03,1,0.002915,0.2329,0.005926,21.87,1,1.62,27.41,2.96,0.288655,1567.04,0.347567,0.226503,0.285325,1.36,11.94,1.38,0.811126,0.198811,204.67,0.04873,0.237585,1.71,4.71,1.21,0.086112,0.117891,0.027072,0.114551,0.001232,0.155361,0.010794,1.16,0.01886,0.044516,0.031795,0.273499,0.181415,2.02,0.247574,0.000278,1.4,0.1133,0.002712,19.38,0.02156,6.59,0.044186,3.15,0.000683,4.55,0.005838,0.008406,0.010428,0.016811,0.119032,0.062106,0.001957,1.12,0.06795,0.302251,9.52,0.124731,8.67,1.48,0.041554,38.93,0.000628,0.208194,0.55751,0.148983,0.268,0.382143,0.018262,0.004791,0.034075,2.77,0.012984,0.498458,1.01,1.63,0.000522,0.092053,0.942807,0.462688,0.017315,0.123402,0.017079,0.161073,0.037767,0.395621,0.094879,47.76,0.40918,0.001391,0.153995,0.085537,0.000038,0.041125,0.003526,0.00937,0.26151,0.048381,0.00307,0.925703,16.7,0.043749,0.265807,0.562658,0.485091,0.252249,0.692808,0.006473,0.021151,0.00395,0.003302,0.092974,0.022077,0.00049
25/07/2019,9911.84,219.62,0.31481,1,302.95,162.05,93.45,4.58,29,1.03,2.38,0.08569,80.68,0.058664,4.64,0.023071,1,115.48,0.061186,6.02,11.95,0.304553,0.065833,70.01,2.08,582.37,1.04,1,0.002921,0.234193,0.005868,21.12,1,1.6,27.06,3.08,0.287421,1581.98,0.347721,0.234085,0.443487,1.38,11.56,1.41,0.818513,0.207409,216.78,0.047622,0.262982,1.69,4.61,1.4,0.087617,0.126699,0.026713,0.116929,0.001223,0.146636,0.010879,1.18,0.021743,0.048848,0.030718,0.281273,0.186634,2.05,0.24421,0.000275,1.41,0.112747,0.002784,19.26,0.021067,7.26,0.044227,3.06,0.000615,4.85,0.005916,0.008782,0.010995,0.017343,0.135963,0.063732,0.001966,1.11,0.068086,0.304694,9.53,0.126834,8.78,1.61,0.041975,38.23,0.000596,0.207454,0.601705,0.150962,0.298174,0.363637,0.018694,0.004928,0.033374,2.78,0.013256,0.534373,0.995886,1.63,0.000529,0.091435,0.909078,0.475011,0.015835,0.122892,0.01386,0.162124,0.042131,0.394089,0.110645,48.57,0.388731,0.001485,0.15864,0.087545,0.000038,0.042042,0.003395,0.009411,0.258527,0.04819,0.003147,0.928155,16.1,0.043111,0.3037,0.562207,0.493193,0.215618,0.713789,0.006631,0.021416,0.004006,0.003292,0.094406,0.022777,0.000396
26/07/2019,9870.3,219.63,0.32353,1,316.04,163.14,94.31,4.63,28.98,1.04,2.4,0.087965,80.29,0.062884,4.61,0.023243,1,115.43,0.061141,6.22,12.01,0.301612,0.066152,71.61,2.08,595.06,1.07,1,0.002921,0.262156,0.00596,20.43,1,1.55,26.72,3.11,0.2929,1586.91,0.346202,0.234491,0.380408,1.38,11.66,1.43,0.805527,0.200321,218.52,0.046768,0.275874,1.69,4.55,1.37,0.09086,0.124265,0.02273,0.117429,0.001192,0.139176,0.010933,1.18,0.026346,0.047368,0.03176,0.282789,0.195449,2.04,0.243955,0.000272,1.3,0.116266,0.002745,19.62,0.021119,7.76,0.044974,3.07,0.000689,5.05,0.006288,0.009066,0.010976,0.017192,0.129682,0.0634,0.001804,1.11,0.070174,0.30911,9.61,0.129452,8.9,1.53,0.042414,38.33,0.000606,0.207787,0.604802,0.148916,0.294249,0.35622,0.019836,0.004662,0.033556,2.77,0.013229,0.545768,1.01,1.67,0.000483,0.093441,0.898014,0.467155,0.018655,0.121902,0.013822,0.164166,0.046986,0.405903,0.109324,42.84,0.413144,0.001577,0.17477,0.078979,0.000038,0.041511,0.003433,0.009351,0.260483,0.047877,0.003137,0.937296,16.41,0.04581,0.321802,0.578552,0.494542,0.22323,0.735933,0.006676,0.021708,0.003982,0.003268,0.101588,0.023908,0.000395
27/07/2019,9477.68,207.41,0.310528,0.998904,306.64,151.85,88.89,4.27,27.89,1.02,2.26,0.084323,78.87,0.059871,4.53,0.021946,1,110.51,0.056746,5.93,11.34,0.28761,0.06341,69.05,2.01,578.57,0.978161,1,0.002823,0.269844,0.005669,19.16,1,1.47,25.67,2.88,0.280062,1525.45,0.342692,0.223382,0.354886,1.3,11.14,1.36,0.792766,0.201902,210.88,0.046108,0.240918,1.59,4.29,1.29,0.084087,0.124165,0.025521,0.111655,0.001115,0.146007,0.010513,1.12,0.026193,0.045689,0.029372,0.26541,0.185009,1.98,0.234912,0.000266,1.32,0.113774,0.002656,18.57,0.020022,7.02,0.043308,2.91,0.000604,4.98,0.005891,0.008912,0.010296,0.016252,0.111731,0.062412,0.001721,1.11,0.06934,0.295747,9.04,0.120743,7.7,1.42,0.041152,37,0.000559,0.207769,0.551719,0.142628,0.281635,0.327224,0.020191,0.004487,0.032369,2.82,0.012644,0.575718,1.01,1.72,0.000504,0.101246,0.83245,0.433447,0.017123,0.118656,0.013822,0.158222,0.041735,0.401951,0.093902,40.35,0.371075,0.00152,0.170718,0.082349,0.000037,0.03902,0.003538,0.008949,0.247473,0.047218,0.002945,0.906451,16.01,0.043966,0.27656,0.532992,0.472722,0.231958,0.69004,0.00609,0.02271,0.004107,0.003201,0.097346,0.024754,0.000404
28/07/2019,9552.86,211.19,0.312288,1,310.46,147.87,89.77,4.25,27.84,1.01,2.22,0.083678,79.49,0.059474,4.66,0.022331,1,108.39,0.056184,5.91,11.25,0.284293,0.062881,68.79,2.02,576.58,0.9746,1,0.002859,0.257962,0.005661,19.28,1,1.39,25.82,2.9,0.28795,1533.67,0.346067,0.227123,0.340864,1.28,11.23,1.36,0.80435,0.209742,214.56,0.04663,0.250307,1.55,4.45,1.36,0.084945,0.125769,0.026146,0.113549,0.001108,0.144025,0.01054,1.13,0.025943,0.044057,0.027602,0.265715,0.187151,1.9,0.233172,0.000271,1.35,0.112314,0.002671,19.79,0.02019,7.48,0.043895,2.91,0.000647,5.12,0.005747,0.009189,0.010295,0.01573,0.11751,0.062584,0.001806,1.11,0.069844,0.297496,9.06,0.121586,7.89,1.42,0.041313,36.37,0.000567,0.207478,0.551607,0.138929,0.281931,0.325659,0.019246,0.004541,0.032368,2.65,0.012621,0.59185,1,1.6,0.000489,0.107836,0.813038,0.438851,0.01545,0.120059,0.013822,0.155534,0.042153,0.398682,0.1022,41.05,0.388543,0.001523,0.172234,0.082597,0.000037,0.039162,0.003542,0.009024,0.256921,0.047895,0.002862,0.89762,15.81,0.043638,0.286321,0.537706,0.480637,0.219142,0.75146,0.006098,0.022919,0.003954,0.003257,0.098351,0.02519,0.000477
29/07/2019,9519.15,211.27,0.310658,1,307.92,146.35,90.43,4.22,27.2,1.01,2.14,0.083513,77.96,0.060393,4.73,0.022053,1,105.98,0.054537,5.94,11.27,0.284212,0.063376,67.62,2.01,567.85,0.976143,1,0.00284,0.254398,0.0056,18.57,1,1.4,25.58,2.89,0.298607,1533.02,0.345193,0.223,0.334375,1.58,11.1,1.38,0.823625,0.200727,212.24,0.045366,0.260266,1.54,4.44,1.34,0.083435,0.12778,0.026003,0.112533,0.001117,0.139358,0.010343,1.1,0.025766,0.044815,0.027389,0.259024,0.212682,1.9,0.235571,0.000281,1.33,0.111484,0.002632,19.16,0.020022,7.04,0.044355,2.86,0.000663,4.98,0.005662,0.009819,0.010283,0.016335,0.109653,0.0611,0.001809,1.11,0.069003,0.306087,8.97,0.12625,7.98,1.45,0.041202,32.63,0.000607,0.20628,0.544799,0.138,0.301211,0.311942,0.018843,0.004559,0.031625,2.67,0.012543,0.549793,1.01,1.5,0.000458,0.094831,0.839246,0.43573,0.015956,0.122718,0.013822,0.168139,0.043835,0.395342,0.119088,41.07,0.388635,0.0014,0.170574,0.099636,0.000036,0.039823,0.003908,0.009088,0.257706,0.046949,0.002863,0.891975,16.22,0.043936,0.29366,0.524088,0.479949,0.205262,0.735849,0.006095,0.024959,0.00403,0.003247,0.10963,0.024643,0.000381
30/07/2019,9607.42,210.52,0.31847,1,315.93,146.88,90.57,4.22,26.94,1.22,2.09,0.083562,78.38,0.059944,4.71,0.022177,1,105.52,0.059328,5.94,11.25,0.285804,0.064519,66.91,2.03,573.53,0.968716,1,0.002817,0.247087,0.005544,18.2,1,1.38,25.2,2.89,0.289098,1544.62,0.34667,0.224177,0.324369,1.6,11.67,1.37,0.821058,0.200182,214.06,0.043386,0.257423,1.54,4.42,1.3,0.089286,0.125927,0.026385,0.113252,0.001121,0.141028,0.010229,1.06,0.024779,0.044059,0.022966,0.257121,0.202184,1.9,0.235113,0.000268,1.33,0.113895,0.002643,19.3,0.020981,6.97,0.04417,2.81,0.000592,5.16,0.005697,0.009885,0.010756,0.016118,0.105792,0.06901,0.001676,1.11,0.068277,0.302932,8.96,0.127678,7.76,1.49,0.040667,33.33,0.00055,0.207781,0.54292,0.144302,0.279466,0.309928,0.018711,0.004524,0.03158,2.74,0.012303,0.583321,1,1.62,0.00043,0.092275,0.790708,0.479584,0.015363,0.119688,0.010457,0.171131,0.046032,0.403954,0.119557,41.15,0.365831,0.001439,0.17393,0.090542,0.000036,0.038819,0.004412,0.009274,0.264859,0.047215,0.002941,0.894154,16.82,0.043766,0.273191,0.523846,0.478596,0.197641,0.859138,0.005864,0.023788,0.004086,0.003236,0.109191,0.022659,0.000384
31/07/2019,10085.63,218.65,0.320909,1,326.57,147.98,98.51,4.43,27.64,1.27,2.2,0.083932,80.68,0.060152,4.77,0.022479,1,109.2,0.05863,6.06,11.73,0.290153,0.066241,68.17,2.09,589.63,1,1,0.002899,0.247068,0.005614,18.62,1,1.4,26.89,3.07,0.294928,1679.08,0.346196,0.224294,0.338126,1.7,11.6,1.38,0.855458,0.210866,218.54,0.043041,0.260845,1.59,4.41,1.28,0.087016,0.138287,0.028721,0.116389,0.001173,0.126381,0.010487,1.04,0.025813,0.043766,0.024425,0.269207,0.194207,1.91,0.24071,0.000282,1.39,0.127803,0.002745,19.15,0.02168,6.86,0.045808,2.99,0.000685,5.42,0.00572,0.009993,0.010937,0.01701,0.102318,0.067673,0.001662,1.11,0.069793,0.315161,8.96,0.130693,8.32,1.77,0.040801,34.49,0.000582,0.207048,0.542587,0.152077,0.269128,0.302543,0.018837,0.004813,0.034045,3.14,0.011687,0.583439,1.01,1.85,0.00049,0.096054,0.781642,0.486658,0.014745,0.125178,0.010636,0.170895,0.042693,0.410495,0.109877,42.81,0.340564,0.001377,0.181554,0.096672,0.000037,0.03876,0.005401,0.00935,0.267706,0.049512,0.002936,0.930833,16.99,0.043647,0.285354,0.528773,0.49105,0.209631,0.786632,0.006232,0.02428,0.004333,0.003788,0.112633,0.023001,0.000605
01/08/2019,10399.67,217.81,0.317906,1.01,328.76,146.74,99.18,4.33,28.77,1.4,2.18,0.083026,81.97,0.058872,4.77,0.022253,1,107.79,0.057259,5.98,11.88,0.2889,0.064973,67.95,2.1,599.78,0.988832,1,0.002957,0.237122,0.005408,17.93,1,1.37,27.83,3.04,0.298909,1766.83,0.347605,0.220449,0.3556,1.69,11.2,1.37,0.842603,0.220376,219.53,0.041844,0.26017,1.55,4.43,1.19,0.084431,0.131395,0.029781,0.115891,0.001102,0.128354,0.010499,1.01,0.025619,0.038632,0.030753,0.254264,0.187315,1.92,0.234005,0.00027,1.39,0.118799,0.002834,18.83,0.021398,6.52,0.044667,2.87,0.000715,5.91,0.005497,0.009997,0.010434,0.017501,0.100007,0.062836,0.001688,1.11,0.066815,0.307296,8.49,0.125978,7.83,1.8,0.040017,34.78,0.000591,0.207955,0.524484,0.156203,0.300857,0.29063,0.01799,0.004814,0.034657,3.15,0.011744,0.593235,1.01,2.16,0.00047,0.094709,0.793515,0.480794,0.015354,0.125129,0.012486,0.170589,0.045994,0.413438,0.10282,42.85,0.323895,0.001354,0.17754,0.119595,0.000038,0.03819,0.005666,0.009469,0.272273,0.051014,0.002884,0.923292,16.92,0.043079,0.275997,0.502893,0.483174,0.191445,0.724129,0.005806,0.025793,0.004411,0.003943,0.107125,0.021945,0.00052
02/08/2019,10518.17,217.87,0.312394,1,326.82,148.54,94.94,4.19,28.04,1.43,2.4,0.081989,83.91,0.057412,4.72,0.021759,0.99978,105.52,0.055683,5.88,11.67,0.28789,0.063654,66.64,2.08,601.6,0.970749,1,0.002909,0.235728,0.005497,17.65,1,1.36,28.37,3,0.298199,1786.48,0.35477,0.215932,0.351874,1.68,11.19,1.35,0.829506,0.228784,213.3,0.042519,0.262287,1.54,4.31,1.16,0.083304,0.132688,0.029659,0.114622,0.001086,0.125116,0.010039,1.08,0.025761,0.038369,0.033642,0.256628,0.185623,1.92,0.230448,0.00028,1.36,0.116598,0.002745,19.05,0.021025,6.72,0.044822,2.86,0.000627,6.55,0.005433,0.010067,0.01028,0.017202,0.120282,0.061647,0.001799,1.12,0.065378,0.306138,8.69,0.120484,7.79,1.84,0.040362,35.89,0.000572,0.207618,0.542815,0.15818,0.294815,0.280069,0.018472,0.004805,0.034951,3.12,0.012491,0.539848,1.01,3.31,0.000501,0.0965,0.80842,0.457828,0.013754,0.120993,0.012652,0.167185,0.043682,0.445024,0.09733,42.88,0.33236,0.001268,0.187263,0.115001,0.000038,0.037548,0.006098,0.009754,0.260421,0.050273,0.002839,0.937235,17.09,0.042183,0.264291,0.509552,0.479905,0.184457,0.724682,0.005682,0.02841,0.004202,0.003811,0.103077,0.023278,0.000421
03/08/2019,10821.73,222.49,0.316757,1,332.75,151.74,94.58,4.3,27.89,1.43,2.43,0.082395,88.19,0.057763,4.72,0.021929,1,107.36,0.056164,5.9,12.06,0.283543,0.063783,65.25,2.17,598.09,0.981623,1,0.002912,0.23528,0.005486,17.9,1,1.33,28.14,3.05,0.309921,1839.08,0.352386,0.21628,0.349243,1.74,11.28,1.37,0.832913,0.211835,222.6,0.042639,0.27385,1.54,4.25,1.13,0.082919,0.130473,0.023714,0.119344,0.001105,0.131535,0.010183,1.03,0.027174,0.036646,0.034667,0.244105,0.185397,1.93,0.225213,0.000292,1.43,0.108673,0.002728,20.6,0.020456,7.85,0.044584,2.79,0.000641,7.19,0.005687,0.010017,0.010329,0.018284,0.109544,0.060625,0.001837,1.12,0.066749,0.305982,8.83,0.117928,8.07,2.09,0.040321,34.3,0.000571,0.207627,0.545603,0.163977,0.305192,0.279621,0.018041,0.004672,0.0366,3.42,0.012681,0.540528,1,2.87,0.000454,0.096392,0.823475,0.463306,0.015434,0.122466,0.012652,0.168138,0.043765,0.422564,0.093457,43.61,0.31801,0.001303,0.19429,0.124914,0.000038,0.039028,0.006265,0.009739,0.262298,0.049161,0.002951,1.02,17.83,0.041455,0.257712,0.512626,0.487419,0.180988,0.691001,0.005695,0.034769,0.004383,0.003714,0.104568,0.022103,0.000541
04/08/2019,10970.18,222.67,0.319842,1.01,333.67,150.5,93.2,4.24,27.56,1.44,2.5,0.08213,88.18,0.056271,4.64,0.022415,0.99809,107.2,0.056515,6.12,11.95,0.285355,0.063372,66.09,2.12,589.09,0.963075,1,0.002938,0.236309,0.00533,17.58,0.998955,1.31,28.39,3.03,0.305462,1864.14,0.354,0.213087,0.352615,1.81,10.99,1.37,0.826139,0.21236,224.89,0.040796,0.280131,1.54,4.16,1.17,0.079906,0.136336,0.022651,0.11816,0.001052,0.132654,0.010052,0.987486,0.026571,0.037293,0.033969,0.243266,0.187,1.95,0.22063,0.000289,1.38,0.101349,0.002693,19.75,0.020933,7.7,0.045217,2.59,0.000563,6.85,0.005951,0.009958,0.010104,0.016782,0.125863,0.059893,0.001863,1.11,0.069571,0.305061,8.75,0.114364,8.16,1.92,0.039336,34.46,0.000585,0.207154,0.53461,0.16574,0.302153,0.256335,0.017803,0.004583,0.039145,3.45,0.013059,0.51068,1,2.63,0.00047,0.096985,0.826189,0.46165,0.014314,0.128782,0.012652,0.164404,0.044217,0.414757,0.093466,44.22,0.321659,0.00132,0.192746,0.116667,0.000037,0.037734,0.006093,0.0098,0.272122,0.04952,0.002873,0.978829,17.19,0.040966,0.278986,0.553155,0.486792,0.167687,0.754079,0.005926,0.041183,0.004351,0.003611,0.102611,0.021914,0.000329
05/08/2019,11805.65,234.22,0.323564,1.01,346.76,154.04,96.83,4.49,28.01,1.46,2.48,0.082619,93.65,0.05668,4.72,0.023088,1,111.21,0.055367,6.19,12.07,0.292245,0.064785,67.25,2.23,593.03,1.01,1,0.003087,0.234478,0.005253,17.96,1,1.29,31.09,3.12,0.314012,2010.77,0.360702,0.213873,0.570939,1.82,11.94,1.42,0.8801,0.230168,236.48,0.042022,0.271701,1.57,4.04,1.15,0.078152,0.134293,0.022139,0.119532,0.001018,0.210693,0.011053,0.99289,0.026291,0.036145,0.033504,0.244338,0.186767,1.98,0.223197,0.000288,1.51,0.093387,0.002747,21.64,0.020651,7.44,0.046099,2.68,0.000605,7.28,0.005629,0.010049,0.010057,0.019511,0.141856,0.05922,0.001885,1.12,0.067982,0.306515,8.68,0.114895,10.44,1.93,0.039004,38.1,0.000579,0.207098,0.52229,0.178821,0.295193,0.258411,0.018159,0.005143,0.041779,3.36,0.013916,0.514248,1,2.83,0.000467,0.097548,0.828495,0.499223,0.014371,0.139941,0.012652,0.164915,0.041244,0.426908,0.090993,45.83,0.300358,0.001304,0.198744,0.129274,0.000038,0.036143,0.007118,0.009801,0.278537,0.051586,0.002742,0.963048,17.66,0.038059,0.261377,0.532284,0.499181,0.190034,0.688532,0.005813,0.040772,0.004522,0.003559,0.095525,0.0218,0.000355
