"","BTC","ETH","XRP","USDT","BCH","BSV","LTC","EOS","BNB","XTZ","LINK","XLM","XMR","ADA","HT","TRX","USDC","DASH","CRO","ETC","NEO","MIOTA","XEM","ZEC","INO","MKR","ONT","PAX","DOGE","BAT","VET","BTG","TUSD","DCR","QTUM","INB","THR","ZB","ZRX","CNX","REP","WAVES","PZM","RVN","SNX","OMG","NANO","CENNZ","HOT","SEELE"
"NEO",0.750505632788633,0.821423457226799,0.783101087627457,0.34716767690124,0.789361587184912,0.487584996977325,0.771470241449617,0.787844687198185,0.558227465994762,0.599157244140112,0.464588902825393,0.790275086808042,0.744268744146353,0.81775161627878,0.419131068392651,0.809152240476097,-0.0115043277229842,0.804356830546662,0.289762729737144,0.696990289882567,1,0.830335035294898,0.712168506805164,0.729899472038148,0.0968720752532204,0.740602512719625,0.880881688260302,0.150293148174152,0.640161666732811,0.580725932195598,0.627974420271868,0.65346122485322,-0.00443564141558736,0.628069201500689,0.865181300328419,-0.0574008592987861,0.690147046500765,0.400150161900023,0.758898646661284,0.264135727935046,0.719421972905748,0.558941394763587,0.227242078607353,0.564121962594353,0.386940454861266,0.83765735659929,0.614114073570288,0.304064773453189,0.639477631809159,0.285982622512881
"MIOTA",0.674144945773295,0.792642355532673,0.82257692018816,0.400912429848666,0.766746095606863,0.551935321979012,0.751541748098709,0.822335320136684,0.604970848008281,0.594684018026975,0.392984127781625,0.797836562633364,0.722105187745164,0.834934669047379,0.451256787299458,0.780892324498852,0.0508960703163794,0.769002644211083,0.171565025484749,0.743322547163361,0.830335035294898,1,0.722771897451918,0.779782967796517,0.170216770803972,0.729106532564118,0.820961787317493,0.164299860239941,0.609708716416544,0.638108502961617,0.554372464491319,0.648899064360796,0.0629418827786943,0.610567426458403,0.751163591775377,-0.0852578720854991,0.617621712426904,0.407789869328371,0.771384719935038,0.278801506402154,0.740005026341763,0.525375683777484,0.192967150423862,0.591407660583357,0.398154619011131,0.795826826352538,0.686612344402475,0.270945887261439,0.622954399074669,0.223905732748308
"XEM",0.665144491441921,0.832794916072727,0.661061000583677,0.342434037359566,0.732647624614274,0.312135141112165,0.685407889920328,0.743467035552059,0.536135361905264,0.574027073144635,0.400553477167639,0.756288188542769,0.658781709047476,0.720378150702948,0.341117114574797,0.612953857700424,0.0210811555008712,0.702017185456792,0.194076578709069,0.702200924871807,0.712168506805164,0.722771897451918,1,0.701851308136324,0.161907302915398,0.655364107694381,0.680913467497031,0.122136829137844,0.59924228824067,0.52521799219813,0.558558488494375,0.552990215674089,-0.0113148892767163,0.639463232070645,0.689213053934154,-0.142760654089392,0.664228008605042,0.433919083934011,0.717118703551328,0.280270159606343,0.642901330977671,0.468337590162994,0.228779937985082,0.491374838270073,0.357135254021937,0.716172458154246,0.55180103703102,0.345806643030172,0.500919246201774,0.228287185301264
"ZEC",0.698260985073355,0.799835382719527,0.720695365256074,0.405364175319313,0.695361032687315,0.373582585616116,0.724592429833916,0.723894421584051,0.633945644529815,0.552372807717879,0.393678046973832,0.756983121371802,0.736861421587653,0.790566844923908,0.429839738197828,0.70639358768217,-0.00550077482976874,0.777001370983132,0.224418644088934,0.666724009086542,0.729899472038148,0.779782967796517,0.701851308136324,1,0.209920824632845,0.686004582580445,0.678028437695583,0.116261824754672,0.605603444513732,0.56448464372004,0.506514324890352,0.59160334677185,-0.0291759574928171,0.666010108116374,0.675492237065025,-0.0868476776786548,0.650681583593856,0.43346366235267,0.683670483610075,0.320066639798542,0.697620085893521,0.538878525209364,0.20204614556,0.516880996588319,0.466021447082181,0.726853499505683,0.586507642262295,0.319404111526154,0.557339445117899,0.328889368516455
"INO",0.241104237472785,0.209160997510906,0.191848966844684,0.133134145287291,0.174098850461725,0.0153266513996542,0.272564943617316,0.196368295313665,0.170921720770169,0.176453342765181,0.0404205479693814,0.250972704043342,0.257420469332807,0.23989042749237,0.180162221741476,0.196524810364586,0.00623701671244664,0.289803771807671,0.208026603796485,0.157908148188291,0.0968720752532204,0.170216770803972,0.161907302915398,0.209920824632845,1,0.208426297661396,0.14691399385264,-0.0443931531020888,0.229650545977989,0.1833170510349,0.148827741832078,0.188169178189731,0.0324575051925885,0.2539436725827,0.173779435882694,-0.0219463609352012,0.208348422521315,0.186328093286784,0.197153529997119,0.262446377984604,0.252300930456009,0.0270866569639003,0.0968473484471237,0.095932399269431,0.271874572064466,0.134788054730787,0.0565916778335642,0.137771255810351,0.0339512444856658,0.216634291124454
"MKR",0.716547493386406,0.785582879427452,0.702896660632453,0.362700338285539,0.692476050345102,0.44062568893067,0.723379261548102,0.7156723104335,0.607946725370015,0.658339439859112,0.324952406071092,0.736187315903368,0.738567069010135,0.72847419654364,0.432193303816518,0.701061326519789,-0.0534004444779725,0.77022144427154,0.305755996819077,0.66579997209329,0.740602512719625,0.729106532564118,0.655364107694381,0.686004582580445,0.208426297661396,1,0.727375768891468,0.135648091108826,0.622338656632287,0.483587321736888,0.529460340791675,0.570646494010209,0.00380297694291425,0.664823221487455,0.714827029724386,-0.177342538605953,0.646829737463819,0.354197694295164,0.739387123838674,0.292023105232371,0.732953199912496,0.506827301996182,0.154472552896086,0.506089849368609,0.393670314494246,0.765716996722726,0.585031657411202,0.333575911869273,0.513510169425577,0.321328091873309
"ONT",0.728987144027501,0.785417601018556,0.820456526633155,0.356818570547269,0.792132782067353,0.488369571696422,0.780198636396113,0.841193220149968,0.567522535088531,0.584827684283093,0.460882563718935,0.750146432238397,0.727213853506004,0.824327591082665,0.453034956970623,0.76724510175813,0.00391366164771543,0.775537053325836,0.277579771120336,0.700351523419526,0.880881688260302,0.820961787317493,0.680913467497031,0.678028437695583,0.14691399385264,0.727375768891468,1,0.0823471656585508,0.627588912463053,0.555798663868152,0.699243510504275,0.644442633451505,-0.000144228223347308,0.640389512661975,0.837939682492267,-0.13875127143735,0.648020418871385,0.384862954725445,0.736167167758149,0.359989443200454,0.70237536669412,0.547152081318431,0.244495807089888,0.563587500071059,0.36381705680701,0.820413849219959,0.660271764875794,0.306475276770485,0.56686766398018,0.231246178844777
"PAX",0.231484663285422,0.15993092434979,0.0259110523004964,0.305380992624146,0.124792523956441,0.0862842791489003,0.14117404070759,0.095413949684231,0.253446020990908,0.100660637457006,-0.0315805154083178,0.0592191483557399,0.104138435135,0.0838850790049232,0.0537806730425768,0.0722267565999276,0.401149679699042,0.152826044581313,0.08358220098308,0.158882120788886,0.150293148174152,0.164299860239941,0.122136829137844,0.116261824754672,-0.0443931531020888,0.135648091108826,0.0823471656585508,1,0.0769749481420612,0.22685019747511,0.0270622386272668,0.196001134009025,0.335384566286442,0.139947535584925,0.173945821204223,-0.132254645400472,0.29083989029629,0.0504963971656488,0.154372045234506,0.0242671947477181,0.176655751294393,0.00489735671537901,-0.0659687957073112,0.103097165818779,0.0439284131428857,0.150817418335719,0.154606291157553,0.0615920533115707,0.195114951586072,-0.0494492353563003
"DOGE",0.606668002013605,0.678941678751724,0.635745159241932,0.369112828751944,0.622190077713896,0.329983262312984,0.620096699423358,0.658109786035364,0.511439647734874,0.552297250751549,0.308437141537468,0.642635846522971,0.654477675610384,0.621677091551498,0.409445910261388,0.613939368287617,0.0349027711641146,0.649461442601372,0.121109438922622,0.603168208362786,0.640161666732811,0.609708716416544,0.59924228824067,0.605603444513732,0.229650545977989,0.622338656632287,0.627588912463053,0.0769749481420612,1,0.388816872951287,0.526465577245837,0.534245235356807,-0.284361691266279,0.582134136058541,0.606545693002322,-0.0484644344111333,0.551861382359482,0.460202031205931,0.637943470089696,0.158405432406562,0.590094799642577,0.38419476872563,0.238014750847039,0.411445123548733,0.386650722515676,0.57379630111277,0.511712723709846,0.242041797638024,0.444144989100014,0.275343987473266
"BAT",0.396665409650254,0.537575380837221,0.51849801487917,0.247569508742142,0.492646664937897,0.331673643555536,0.583202275076647,0.524034354270647,0.545769950436015,0.365368865986609,0.330236677259515,0.577107402528769,0.589303777190007,0.623883147519123,0.349835010053987,0.61520765578547,0.189372614978965,0.544811821603829,0.170123552458907,0.532994815575194,0.580725932195598,0.638108502961617,0.52521799219813,0.56448464372004,0.1833170510349,0.483587321736888,0.555798663868152,0.22685019747511,0.388816872951287,1,0.462665645348017,0.39949287205387,0.0436085037913092,0.397362556087146,0.514700893727503,-0.0447359257172657,0.373688650458059,0.38260632367359,0.658863390909906,0.170309163377441,0.582525148373492,0.315581496472858,0.176178595926365,0.579164761054969,0.217112953823215,0.510542958851709,0.505588816374821,0.156744375225709,0.478241531467105,0.0836818272310253
"VET",0.487593259090918,0.601965549977603,0.561584062636584,0.315131377554981,0.535081983988709,0.361556055943648,0.569037583764463,0.601724261398968,0.465048244000526,0.413141794071549,0.490293153225365,0.605761010014706,0.541274554514535,0.600585966805239,0.48551577229917,0.626402843106156,0.00552194918344763,0.57945217401052,0.291626275924822,0.549033411343447,0.627974420271868,0.554372464491319,0.558558488494375,0.506514324890352,0.148827741832078,0.529460340791675,0.699243510504275,0.0270622386272668,0.526465577245837,0.462665645348017,1,0.467732734118128,-0.03800958006137,0.467247639324129,0.747177120836153,-0.0883916175449701,0.452970293805437,0.470246242403496,0.608005253567224,0.218279637092234,0.567949221713181,0.482590327996261,0.149020728587853,0.5349568069649,0.283802167262778,0.684748647916151,0.51763876561522,0.217686226263913,0.437212039270928,0.255951445850477
"BTG",0.685056466208914,0.663578753911104,0.623462711253311,0.449225015536375,0.712072283849638,0.556385063048972,0.676345036900955,0.643073985002783,0.524085488487721,0.457158437512857,0.311329813473084,0.590745813947385,0.63928689025068,0.626300935492785,0.390274262936303,0.593278163972362,-0.084518594675879,0.656087409079132,0.261760191848492,0.608375563092479,0.65346122485322,0.648899064360796,0.552990215674089,0.59160334677185,0.188169178189731,0.570646494010209,0.644442633451505,0.196001134009025,0.534245235356807,0.39949287205387,0.467732734118128,1,-0.0223214533129668,0.624489084300691,0.648791270533967,-0.198682283827932,0.634943252306481,0.320654189569354,0.611092365202988,0.286899704028635,0.578710758939206,0.487413132331683,0.117681833325316,0.472316601299914,0.268995584706699,0.654814750697668,0.498946459118283,0.269104472970364,0.418023773275613,0.218913925979277
